t,state,mode,x,y,z,vx,vy,vz,carrot_z,force,cmd,az,solve_ms
3.0713353889950668,rising,0,-5.228657248808675e-19,3.7241858682116597e-20,0.01499925646930933,-3.506813595354778e-18,-8.44242505156641e-20,6.915707331245358e-07,0.3149992564693093,0.7470986542146335,60000,9.90236554656025,0.7933090018923394
3.0908659669948975,rising,0,-5.21900922093901e-19,3.726508436275344e-20,0.01499925646930933,-3.509030025806114e-18,-8.447759720282523e-20,6.910882461852452e-07,0.3149992564693093,0.7473986544558769,60000,9.910281120207832,0.6921029998920858
3.11152514800051,rising,0,-5.0929339708888575e-19,7.449380509029722e-20,0.015018405392765999,-3.450573585507298e-18,9.035595622593332e-20,0.0014051281614229083,0.315018405392766,0.7469964359192887,60000,9.899668493912626,0.4538440043688752
3.131957974997931,rising,0,-5.030930580123414e-19,1.199794846976108e-19,0.015810959041118622,-3.442507333763987e-18,2.866102757325931e-19,0.07644668221473694,0.3158109590411186,0.7097756588926316,60000,8.917589944396612,0.6331420008791611
3.1536553900004947,rising,0,-5.658908006597773e-19,1.7205445921512767e-19,0.02221525087952614,-3.650889019317121e-18,4.720105574235308e-19,0.3058115243911743,0.3222152508795261,0.5953932378044129,51244,5.899584110934375,0.45158000284573063
3.1706680129937013,rising,0,-6.101982131832974e-19,1.962199850488903e-19,0.026232969015836716,-3.915781616368346e-18,5.595283341831725e-19,0.3894007205963135,0.3262329690158367,0.5538986397018433,47672,4.804739833821721,0.5194949990254827
3.1914806479981053,rising,0,-7.568969887595634e-19,2.2831769474324486e-19,0.0373498909175396,-4.4788608301260555e-18,6.476655658240399e-19,0.5555878281593323,0.3373498909175396,0.4711050859203339,40547,2.6202133488214727,0.4314920006436296
3.2114452030000393,rising,0,-9.780085186507936e-19,2.561994458011756e-19,0.05162417143583298,-5.29044784736154e-18,7.088101880172886e-19,0.6916343569755554,0.35162417143583297,0.40338182151222235,34718,0.8333198288185297,0.4181629992672242
3.2317462589999195,rising,0,-1.2746843933660265e-18,2.7910273279427356e-19,0.06755078583955765,-6.351238740560262e-18,7.452001379101808e-19,0.790108323097229,0.36755078583955764,0.3544448384513855,30506,-0.45789344455447356,0.5630059968098067
3.251603291995707,rising,0,-1.6534228920986905e-18,2.9781099916020296e-19,0.08491341769695282,-7.642512758098922e-18,7.596721280158906e-19,0.8515400290489197,0.3849134176969528,0.3240289854755402,27888,-1.2604225468195214,0.45032399793853983
3.271378357996582,rising,0,-2.1122137591651286e-18,3.1250503556159494e-19,0.10291367024183273,-9.131227756818784e-18,7.551591339913778e-19,0.87939453125,0.4029136702418327,0.31040173437500007,26715,-1.6199806233509229,0.427328996011056
3.290791563995299,rising,0,-2.656617095847769e-18,3.24114205266047e-19,0.1217251792550087,-1.077647179721328e-17,7.343785475464558e-19,0.8793299198150635,0.4217251792550087,0.3107340400924683,26744,-1.6112126624678567,0.4961890008416958
