t,state,mode,x,y,z,vx,vy,vz,carrot_z,force,cmd,az,solve_ms
3.067003101998125,rising,0,-5.234775283414271e-19,3.722711483393269e-20,0.014999253675341606,-3.569884876291028e-18,-8.594264392758175e-20,7.017290499788942e-07,0.3149992536753416,0.7470986491354751,60000,9.902365412545516,0.9201970024150796
3.0869842329993844,rising,0,-5.222359819407733e-19,3.7257006427083974e-20,0.014999253675341606,-3.563248819826821e-18,-8.578287528473684e-20,7.022033514658688e-07,0.3149992536753416,0.7473986488983243,60000,9.91028097357056,0.45922300341771916
3.108532947997446,rising,0,-4.972639679344685e-19,1.351658874339279e-19,0.015035416930913925,-3.426694121993811e-18,3.388621893530139e-19,0.002818334149196744,0.3150354169309139,0.7462898329254017,60000,9.881024615445954,0.46367200411623344
3.1274419389956165,rising,0,-4.853204104673919e-19,2.1706723708130527e-19,0.015897491946816444,-3.2434632765556584e-18,6.110500541178621e-19,0.08459542691707611,0.31589749194681643,0.705701286541462,60000,8.81008671613356,0.6750000029569492
3.146869336000236,rising,0,-4.53033690003069e-19,2.8867592666789703e-19,0.01949992962181568,-2.9836799673530202e-18,7.301112261638713e-19,0.2335721105337143,0.31949992962181567,0.6315129447331429,54353,6.852610678974743,0.45145900367060676
3.1675649559983867,rising,0,-4.2203631146916895e-19,3.0893582876661105e-19,0.027155801653862,-2.6730085068661198e-18,4.834147931312229e-19,0.4066004157066345,0.327155801653862,0.5452987921466828,46932,4.577830927353105,0.46018300054129213
3.1882616430011694,rising,0,-4.2553138220175278e-19,2.6114153976845025e-19,0.037803925573825836,-2.445789230428163e-18,-5.3931355220193387e-20,0.5661970376968384,0.3378039255738258,0.46580048115158085,40090,2.4802501623108384,0.7979319998412393
3.208388774000923,rising,0,-4.425019747452555e-19,1.4033333641933495e-19,0.05145394802093506,-2.2251439719084712e-18,-9.163629868978558e-19,0.7003783583641052,0.35145394802093505,0.39900982081794745,34341,0.7179636099722266,0.5651829997077584
3.2274536839977372,rising,0,-4.693615115118298e-19,-1.507949610449316e-20,0.06703071296215057,-2.044344210290612e-18,-1.7907583450323743e-18,0.7957176566123962,0.36703071296215056,0.3516401716938019,30264,-0.5318952059682882,0.47246000031009316
3.2475154279964045,rising,0,-4.8775526829923e-19,-3.002617543694386e-19,0.08437947183847427,-1.7578402789655203e-18,-3.2539651616126316e-18,0.8576124906539917,0.38437947183847426,0.3209927546730042,27627,-1.3405341774932946,0.4433680005604401
3.2673946539944154,rising,0,-4.919595171601073e-19,-6.898924640106243e-19,0.10239256918430328,-1.3814505595822006e-18,-5.058248323250554e-18,0.8848649859428406,0.4023925691843033,0.3076665070285798,26480,-1.6921502103277106,0.3223060048185289
3.2877424159960356,rising,0,-4.699521184691926e-19,-1.1899501827652023e-18,0.12039580941200256,-8.792020012764876e-19,-7.188408799780786e-18,0.884225070476532,0.42039580941200255,0.30828646476173405,26533,-1.6757924864977838,0.5912799970246851
3.308085710996238,rising,0,-4.099405010705943e-19,-1.8039334710339658e-18,0.13790903985500336,-2.189113587088098e-19,-9.621829405304597e-18,0.8640209436416626,0.43790903985500335,0.31868852817916876,27428,-1.4013317103121707,0.561118999030441
3.327465950998885,rising,0,-2.989929110085705e-19,-2.5583606535808107e-18,0.15612396597862244,6.321749544927594e-19,-1.2344550639804541e-17,0.828545093536377,0.4561239659786224,0.33672645323181155,28981,-0.9253970123532582,0.45168399810791016
3.347361086998717,rising,0,-1.263735520585545e-19,-3.409550390208343e-18,0.1715945452451706,1.7007969733456744e-18,-1.5326720382154193e-17,0.7920206189155579,0.4715945452451706,0.3552886905422211,30578,-0.43562821788334816,0.4314049947424792
