t,state,mode,x,y,z,vx,vy,vz,carrot_z,force,cmd,az,solve_ms
3.0675190679976367,rising,0,-5.328092113255792e-19,3.700248359883626e-20,0.014999255537986755,-3.54694302200187e-18,-8.539027468650386e-20,6.965585725993151e-07,0.31499925553798674,0.7470986517207138,60000,9.902365480757618,0.7480319982278161
3.0856212729995605,rising,0,-5.328965305789918e-19,3.70003833355622e-20,0.01499925646930933,-3.5496247415477666e-18,-8.545484001072274e-20,6.98608687343949e-07,0.3149992564693093,0.7473986506956564,60000,9.91028102099357,0.45502500142902136
3.1058506120025413,rising,0,-5.217670739310323e-19,7.180382020062331e-20,0.015037243254482746,-3.5085891385396235e-18,7.759366443583969e-20,0.005407959222793579,0.31503724325448274,0.7449950203886033,60000,9.846860696269216,0.8423580002272502
3.1270365759992274,rising,0,-5.208198487320825e-19,1.1449249842651393e-19,0.01611248217523098,-3.517502009639882e-18,2.615544838398732e-19,0.09801004827022552,0.31611248217523097,0.6989939758648873,60000,8.633112819654018,0.3535149953677319
3.145739131003211,rising,0,-5.520915151872263e-19,1.5334077740112546e-19,0.020051348954439163,-3.660670016470254e-18,4.1310849941909584e-19,0.2504405379295349,0.32005134895443915,0.6230787310352326,53627,6.630072058977111,0.3451449956628494
3.1658541799988598,rising,0,-6.270300461790444e-19,1.8267172304285498e-19,0.02729598432779312,-3.891988179638564e-18,5.076362441292123e-19,0.41361093521118164,0.3272959843277931,0.5417935323944092,46631,4.485343862649318,0.3860469951177947
3.1850064840036794,rising,0,-7.76921170233094e-19,2.2084504848701737e-19,0.038263365626335144,-4.5579657664657266e-18,6.355944674462653e-19,0.5679308772087097,0.33826336562633513,0.4649335613956452,40015,2.4573762901225624,0.2894650024245493
3.20580860300106,rising,0,-9.593287124678149e-19,2.4664600086467685e-19,0.05176069959998131,-5.142829608835633e-18,6.961742803775051e-19,0.6918320059776306,0.3517606995999813,0.40328299701118475,34709,0.8307123221948469,0.3861759978462942
3.2254719600023236,rising,0,-1.2424194897903597e-18,2.745462600888135e-19,0.06752614676952362,-6.141676668273015e-18,7.615677674859207e-19,0.7800809741020203,0.3675261467695236,0.3594585129489899,30937,-0.3256065184963095,0.5271650006761774
3.2454117620000034,rising,0,-1.6085083290055565e-18,3.00229675271308e-19,0.08453387767076492,-7.375923200021045e-18,8.119179411792938e-19,0.8327010869979858,0.3845338776707649,0.33344845650100713,28699,-1.0118876912663044,0.5172509991098195
3.265304897999158,rising,0,-2.0562618149659698e-18,3.2406015418289546e-19,0.10205304622650146,-8.815971854581961e-18,8.500243942408101e-19,0.8555089831352234,0.40205304622650145,0.3223445084323884,27743,-1.3048678513881704,0.4464650046429597
3.285136832004355,rising,0,-2.5811794647538517e-18,3.463905927524063e-19,0.119504414498806,-1.0422455038652835e-17,8.784332402946961e-19,0.8546135425567627,0.419504414498806,0.3230922287216187,27807,-1.2851390838623047,0.4220189948682673
3.306058734000544,rising,0,-3.17648977107969e-18,3.6756491716890354e-19,0.13648852705955505,-1.2151095428404927e-17,8.99448694334795e-19,0.8378345966339111,0.43648852705955504,0.3317817016830445,28555,-1.0558653909486946,0.4913890006719157
3.325628320002579,rising,0,-3.833975521738383e-18,3.879195831465432e-19,0.15279002487659454,-1.395663466380301e-17,9.151475483852857e-19,0.8126388788223267,0.45279002487659453,0.3446795605888367,29665,-0.7155524910597197,0.606073001108598
3.345017514002393,rising,0,-4.544605972392383e-18,4.0778489424367527e-19,0.16834959387779236,-1.5795409189032864e-17,9.27388994270458e-19,0.7851779460906982,0.46834959387779235,0.35871002695465093,30873,-0.34535548932319493,0.2933750001830049
3.365136316002463,rising,0,-5.298909905027957e-18,4.274852345073913e-19,0.18323680758476257,-1.762595492152904e-17,9.378315291184805e-19,0.7610033750534058,0.48323680758476256,0.3710973124732972,31939,-0.0185141827626083,0.42292499711038545
3.385091308002302,rising,0,-6.083025840530249e-18,4.468756405353414e-19,0.1971627175807953,-1.9410448200601936e-17,9.460457427938618e-19,0.7400801777839661,0.4971627175807953,0.381858911108017,32865,0.2654330107656193,0.45242300257086754
3.4053625090018613,rising,0,-6.884176733567458e-18,4.663302047595526e-19,0.21040885150432587,-2.1097119100434313e-17,9.538632199679473e-19,0.7239958047866821,0.5104088515043259,0.39020109760665905,33583,0.485543472471214,0.5482720007421449
