t,state,mode,x,y,z,vx,vy,vz,carrot_x,carrot_y,carrot_z,force,cmd,az,roll,pitch,solve_ms,ref_vx,ref_vy,ref_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz
20.271741042997746,nav_to_wp,0,0.0006964669446460903,2.5528833866119385,1.7961676120758057,0.0023729836102575064,0.3209635317325592,-0.00048423605039715767,-1.3679072669570105e-19,2.567990777879932,1.799806021582295,0.38042289485884007,32742,0.22754339996939343,-0.004863691978851252,-0.001979859788012961,0.3808859983109869,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.292100117996597,nav_to_wp,0,0.0007232767529785633,2.5589632987976074,1.7961736917495728,0.0017856488702818751,0.32132914662361145,-0.00046307360753417015,-1.3590734923539227e-19,2.5740095772496603,1.7998072742707347,0.3804092552570469,32741,0.22718351601706743,-0.004607378669064103,-0.0016993298071426022,0.6041380001988728,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.312358477996895,nav_to_wp,0,0.0007340111187659204,2.56494402885437,1.7961833477020264,0.0011422105599194765,0.32109686732292175,-0.0004926910623908043,-1.3501739853216622e-19,2.580073162718316,1.7998085362804734,0.380417380661337,32741,0.2273979066315821,-0.004816519129709837,-0.0013722998734611025,0.6134630020824261,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.331898745997023,nav_to_wp,0,0.0007398564484901726,2.571176052093506,1.7961838245391846,0.0005449912860058248,0.32189372181892395,-0.0005692169070243835,-1.3414732483613253e-19,2.5860013182900854,1.7998097701032838,0.38045882338003767,32745,0.2284913820590404,-0.004077618648280877,-0.0010643488550354796,0.4797239998879377,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.351831001997198,nav_to_wp,0,0.0007291354704648256,2.577301502227783,1.7961868047714233,-8.890665776561946e-05,0.3220560550689697,-0.0006138121243566275,-1.3326801790167427e-19,2.591992383560265,1.799811017019445,0.380482119643941,32747,0.22910605920688631,-0.0038507570908515535,-0.0007198048637315768,0.4560449997370597,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.371949022999615,nav_to_wp,0,0.0007058155024424195,2.583434820175171,1.796189308166504,-0.000719113799277693,0.3221299648284912,-0.0006273433100432158,-1.3238622872448738e-19,2.598000361330074,1.7998122674555928,0.38049062413383955,32748,0.2293304520801982,-0.00368005244064852,-0.00036401276508568614,0.5387659984990023,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.392088420998334,nav_to_wp,0,0.0006701783859170973,2.589571952819824,1.7961920499801636,-0.0013323468156158924,0.3221179246902466,-0.0005982319125905633,-1.315050281525701e-19,2.6040043286998173,1.7998135170570588,0.3804776157512296,32746,0.22898722298758756,-0.003546508091993069,-4.210474354504612e-06,0.6250070000533015,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.412166645997786,nav_to_wp,0,0.0006227674894034863,2.595710039138794,1.7961952686309814,-0.0019182574469596148,0.32201457023620605,-0.0005697951419278979,-1.306159836054848e-19,2.610061740168961,1.7998147777818074,0.3804645523751276,32745,0.2286425428793546,-0.003516143349271068,0.0003536321467925152,0.5468429990287405,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.431879079998907,nav_to_wp,0,0.0005643434124067426,2.6018459796905518,1.796198844909668,-0.0024678059853613377,0.32181447744369507,-0.0005415270570665598,-1.2974430784477903e-19,2.616000811239791,1.7998160138764527,0.38045104662344714,32744,0.2282861905922715,-0.0034144699797574074,0.0007039640358652566,0.47493799866060726,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.451881622997462,nav_to_wp,0,0.0004958454519510269,2.6079766750335693,1.7962028980255127,-0.0029722675681114197,0.3215174674987793,-0.0005143113667145371,-1.2886456143767867e-19,2.621994870810573,1.7998172614158157,0.3804376744411483,32743,0.22793336256327734,-0.0034270706030230655,0.0010412097198215786,0.5094869993627071,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
