t,state,mode,x,y,z,vx,vy,vz,carrot_x,carrot_y,carrot_z,force,cmd,az,roll,pitch,solve_ms,ref_vx,ref_vy,ref_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,vbat,cmd_ctrl,spool_ceil,accz,hover_raw,hover_cmd,hover_est,hover_b50,hover_kf,kf_sigma,kf_used,b50_n,hover_vbat,az_mpc,eps0,eps_max,ge_az,d_hat,z_ground
8.584803489997284,prespin,0,0.033891379833221436,0.005315226037055254,0.03533921763300896,0.0014861825620755553,0.007849156856536865,-0.005935910623520613,0.033891379833221436,0.005315226037055254,0.03533921763300896,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.033891379833221436,0.005315226037055254,0.03533921763300896,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,0.9959015846252441,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.603713065007469,prespin,0,0.03389431908726692,0.00530973868444562,0.035339418798685074,0.0016340329311788082,0.006581046152859926,-0.005301900207996368,0.03389431908726692,0.00530973868444562,0.035339418798685074,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.03389431908726692,0.00530973868444562,0.035339418798685074,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,1.0004035234451294,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.623767109005712,prespin,0,0.03388483077287674,0.0053205331787467,0.03537245839834213,0.0015401724958792329,0.007350288797169924,-0.004965498112142086,0.03388483077287674,0.0053205331787467,0.03537245839834213,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.03388483077287674,0.0053205331787467,0.03537245839834213,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,0.9982398152351379,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.64407106800354,prespin,0,0.03388408198952675,0.005305969621986151,0.035335518419742584,0.0017007540445774794,0.006051709409803152,-0.004846358671784401,0.03388408198952675,0.005305969621986151,0.035335518419742584,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.03388408198952675,0.005305969621986151,0.035335518419742584,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,0.9986438751220703,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.663760385010391,prespin,0,0.033876556903123856,0.005287044681608677,0.03534941002726555,0.0025921042542904615,0.0028407014906406403,-0.0050333463586866856,0.033876556903123856,0.005287044681608677,0.03534941002726555,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.033876556903123856,0.005287044681608677,0.03534941002726555,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,1.0044673681259155,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.68424237400177,prespin,0,0.03388018533587456,0.005297965835779905,0.035353053361177444,0.0035677009727805853,-0.0005067356978543103,-0.005153206177055836,0.03388018533587456,0.005297965835779905,0.035353053361177444,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.03388018533587456,0.005297965835779905,0.035353053361177444,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,0.9949412941932678,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.70401420199778,prespin,0,0.03387041762471199,0.005309790838509798,0.03534610569477081,0.004399332217872143,-0.003757551545277238,-0.005664047785103321,0.03387041762471199,0.005309790838509798,0.03534610569477081,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.03387041762471199,0.005309790838509798,0.03534610569477081,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,0.9950284957885742,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.724080937012332,prespin,0,0.033869579434394836,0.00533816684037447,0.035371433943510056,0.0052127414382994175,-0.006787551566958427,-0.006143499165773392,0.033869579434394836,0.00533816684037447,0.035371433943510056,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.033869579434394836,0.00533816684037447,0.035371433943510056,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,0.999584972858429,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.744066451006802,prespin,0,0.033873677253723145,0.005309940315783024,0.03535794839262962,0.006039734464138746,-0.009761031717061996,-0.006325029768049717,0.033873677253723145,0.005309940315783024,0.03535794839262962,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.033873677253723145,0.005309940315783024,0.03535794839262962,0.0,0.0,0.0,3.9272727966308594,nan,20000.0,1.0008044242858887,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
8.763760528992862,prespin,0,0.033869192004203796,0.0053262352012097836,0.03537818416953087,0.00673612579703331,-0.012660238891839981,-0.006069797556847334,0.033869192004203796,0.0053262352012097836,0.03537818416953087,0.0,20000,-9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.033869192004203796,0.0053262352012097836,0.03537818416953087,0.0,0.0,0.0,3.8586511611938477,nan,20000.0,0.9949729442596436,nan,39200,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.03533921763300896
