t,state,mode,x,y,z,vx,vy,vz,carrot_x,carrot_y,carrot_z,force,cmd,az,solve_ms
3.0671617699990747,rising,0,-5.328298391421047e-19,3.7001982766824754e-20,0.01499925646930933,-3.529739319621992e-18,-8.497612861825329e-20,7.156033916544402e-07,-5.328298391421047e-19,3.7001982766824754e-20,0.3149992564693093,0.7470986421983042,60000,9.902365229506705,0.7902729994384572
3.086793670001498,rising,0,-5.323396312315905e-19,3.7013786246424974e-20,0.01499925646930933,-3.530249276469631e-18,-8.498840708047087e-20,7.16660792932089e-07,-5.328298391421047e-19,3.7001982766824754e-20,0.3149992564693093,0.7473986416696036,60000,9.910280782839143,0.45075600064592436
3.1079911699998775,rising,0,-5.188620673185343e-19,1.477785435436804e-19,0.015092250891029835,-3.463438105188876e-18,4.1786080713457784e-19,0.01293953601270914,-5.328298391421047e-19,3.7001982766824754e-20,0.3150922508910298,0.7412292319936455,60000,9.747499524898297,0.5172370001673698
3.1282138800015673,rising,0,-5.127303325340436e-19,2.8303838060061844e-19,0.016524888575077057,-3.4519014171855988e-18,9.7988859678555e-19,0.12023025006055832,-5.328298391421047e-19,3.7001982766824754e-20,0.31652488857507705,0.6878838749697209,59204,8.339970315823768,0.6920159939909354
3.147597114999371,rising,0,-5.427355337725804e-19,4.0458029315306827e-19,0.020987436175346375,-3.593084810931303e-18,1.4313116627384017e-18,0.2757829427719116,-5.328298391421047e-19,3.7001982766824754e-20,0.32098743617534636,0.6104075286140442,52536,6.295739541267656,0.44219999836059287
3.1677746700006537,rising,0,-6.25524060476315e-19,5.130220687963334e-19,0.028917182236909866,-3.939587460807316e-18,1.7846692617482183e-18,0.43801602721214294,-5.328298391421047e-19,3.7001982766824754e-20,0.32891718223690986,0.5295909863939285,45580,4.163376949707876,0.43016800191253424
3.187281503000122,rising,0,-7.747719999053164e-19,6.089611645772243e-19,0.04013854265213013,-4.526383597088146e-18,2.0512191151566934e-18,0.5856691598892212,-5.328298391421047e-19,3.7001982766824754e-20,0.3401385426521301,0.45606442005538944,39252,2.2233620067385065,0.4389669993543066
3.208145479002269,rising,0,-1.0001156443043093e-18,6.929828107791224e-19,0.054070308804512024,-5.368264863487466e-18,2.2411935505386845e-18,0.7035692930221558,-5.328298391421047e-19,3.7001982766824754e-20,0.354070308804512,0.3974143534889222,34204,0.6758668466734079,0.6720489982399158
3.227438625996001,rising,0,-1.2593144470066021e-18,7.626252145014932e-19,0.07054208219051361,-6.163724340320004e-18,2.339359002938262e-18,0.7897673845291138,-5.328298391421047e-19,3.7001982766824754e-20,0.3705420821905136,0.35461530773544314,30521,-0.45339557426271604,0.6665279943263158
3.246564013999887,rising,0,-1.6349645635247228e-18,8.274615954673543e-19,0.08753250539302826,-7.431418747317227e-18,2.417279416640757e-18,0.8368882536888123,-5.328298391421047e-19,3.7001982766824754e-20,0.38753250539302825,0.3313548731555939,28519,-1.0671273573721933,0.4077820049133152
