0.000000000000000000e+00,-0.000000000000000000e+00
2.083333333333333218e-02,-8.066811831515560499e-18
4.166666666666666435e-02,1.707170656796496789e-03
6.250000000000000000e-02,2.743962675073917737e-03
8.333333333333332871e-02,4.023888241944938680e-03
1.041666666666666574e-01,8.458615094575735321e-03
1.250000000000000000e-01,8.609849749331497173e-03
1.458333333333333148e-01,1.182809632629053254e-02
1.666666666666666574e-01,1.921596367677963144e-02
1.875000000000000000e-01,1.856370348781750945e-02
2.083333333333333148e-01,2.132005853105861659e-02
2.291666666666666574e-01,2.986535783740881106e-02
2.500000000000000000e-01,3.087058466181671207e-02
2.708333333333333148e-01,2.859241923554679474e-02
2.916666666666666297e-01,3.597863139566894602e-02
3.125000000000000000e-01,4.026281695447801040e-02
3.333333333333333148e-01,3.091852556425365300e-02
3.541666666666666297e-01,2.415127431339884195e-02
3.750000000000000000e-01,3.112484601845855528e-02
3.958333333333333148e-01,3.496252560763982165e-02
4.166666666666666297e-01,2.547178674508662408e-02
4.375000000000000000e-01,1.905013141245624070e-02
4.583333333333333148e-01,2.627032273534781956e-02
4.791666666666666297e-01,3.028480615032970100e-02
5.000000000000000000e-01,2.123305218677317557e-02
5.208333333333332593e-01,1.516977559238157081e-02
5.416666666666666297e-01,2.285575241290915133e-02
5.625000000000000000e-01,2.749666406477705577e-02
5.833333333333332593e-01,1.877316143548018665e-02
6.041666666666666297e-01,1.271994393505622434e-02
6.250000000000000000e-01,2.046073842868919440e-02
6.458333333333332593e-01,2.544017111976326628e-02
6.666666666666666297e-01,1.705817859344710419e-02
6.875000000000000000e-01,1.112314127981596512e-02
7.083333333333332593e-01,1.902867714584173878e-02
7.291666666666666297e-01,2.432772361354880453e-02
7.500000000000000000e-01,1.597880325508964361e-02
7.708333333333332593e-01,9.770616842917589223e-03
7.916666666666666297e-01,1.742363339381033244e-02
8.125000000000000000e-01,2.250355048742153433e-02
8.333333333333332593e-01,1.416190288754969051e-02
8.541666666666666297e-01,8.202839559289637136e-03
8.750000000000000000e-01,1.608300157331114810e-02
8.958333333333332593e-01,2.129669308826163607e-02
9.166666666666666297e-01,1.312327071055254327e-02
9.375000000000000000e-01,7.442586807908681094e-03
9.583333333333332593e-01,1.558146848369112644e-02
9.791666666666666297e-01,2.089737460177877246e-02
1.000000000000000000e+00,1.281294816672995558e-02
1.020833333333333259e+00,7.331872923343333778e-03
1.041666666666666519e+00,1.564697796988656631e-02
1.062500000000000000e+00,2.109939614776918174e-02
1.083333333333333259e+00,1.321582698058939437e-02
1.104166666666666519e+00,8.033311366237626608e-03
1.125000000000000000e+00,1.632030067777510279e-02
1.145833333333333259e+00,2.143886842062798712e-02
1.166666666666666519e+00,1.304530834691528321e-02
1.187500000000000000e+00,7.090299209289671091e-03
1.208333333333333259e+00,1.497997645447954156e-02
1.229166666666666519e+00,2.022463357688116664e-02
1.250000000000000000e+00,1.202386838001695893e-02
1.270833333333333259e+00,6.084462055357609672e-03
1.291666666666666519e+00,1.392449145709832511e-02
1.312500000000000000e+00,1.940983287500440760e-02
1.333333333333333259e+00,1.121431780882932785e-02
1.354166666666666519e+00,4.950474082123562138e-03
1.375000000000000000e+00,9.829519764133468410e-03
1.395833333333333259e+00,1.035942989711309201e-02
1.416666666666666519e+00,-2.554931172740331890e-03
1.437500000000000000e+00,-1.304797713748306019e-02
